Postort,KnNamn,KnNamn.kort,KnKod,LnNamn,LnNamn.kort,LnKod,LnBokstav
Furuvik,Gävle kommun,Gävle,2180,Gävleborgs län,Gävleborg,21,X
Gävle,Gävle kommun,Gävle,2180,Gävleborgs län,Gävleborg,21,X
Hamrångefjärden,Gävle kommun,Gävle,2180,Gävleborgs län,Gävleborg,21,X
Hedesunda,Gävle kommun,Gävle,2180,Gävleborgs län,Gävleborg,21,X
Norrsundet,Gävle kommun,Gävle,2180,Gävleborgs län,Gävleborg,21,X
Valbo,Gävle kommun,Gävle,2180,Gävleborgs län,Gävleborg,21,X
Anderstorp,Gislaveds kommun,Gislaved,0662,Jönköpings län,Jönköping,06,F
Broaryd,Gislaveds kommun,Gislaved,0662,Jönköpings län,Jönköping,06,F
Burseryd,Gislaveds kommun,Gislaved,0662,Jönköpings län,Jönköping,06,F
Gislaved,Gislaveds kommun,Gislaved,0662,Jönköpings län,Jönköping,06,F
Hestra,Gislaveds kommun,Gislaved,0662,Jönköpings län,Jönköping,06,F
Reftele,Gislaveds kommun,Gislaved,0662,Jönköpings län,Jönköping,06,F
Skeppshult,Gislaveds kommun,Gislaved,0662,Jönköpings län,Jönköping,06,F
Smålandsstenar,Gislaveds kommun,Gislaved,0662,Jönköpings län,Jönköping,06,F
Björnlunda,Gnesta kommun,Gnesta,0461,Södermanlands län,Södermanland,04,D
Gnesta,Gnesta kommun,Gnesta,0461,Södermanlands län,Södermanland,04,D
Stjärnhov,Gnesta kommun,Gnesta,0461,Södermanlands län,Södermanland,04,D
Åsenhöga,Gnosjö kommun,Gnosjö,0617,Jönköpings län,Jönköping,06,F
Gnosjö,Gnosjö kommun,Gnosjö,0617,Jönköpings län,Jönköping,06,F
Hillerstorp,Gnosjö kommun,Gnosjö,0617,Jönköpings län,Jönköping,06,F
Kulltorp,Gnosjö kommun,Gnosjö,0617,Jönköpings län,Jönköping,06,F
Marieholmsbruk,Gnosjö kommun,Gnosjö,0617,Jönköpings län,Jönköping,06,F
Nissafors,Gnosjö kommun,Gnosjö,0617,Jönköpings län,Jönköping,06,F
Agnesberg,Göteborgs kommun,Göteborg,1480,Västra Götalands län,Västra Götaland,14,O
Angered,Göteborgs kommun,Göteborg,1480,Västra Götalands län,Västra Götaland,14,O
Askim,Göteborgs kommun,Göteborg,1480,Västra Götalands län,Västra Götaland,14,O
Asperö,Göteborgs kommun,Göteborg,1480,Västra Götalands län,Västra Götaland,14,O
Billdal,Göteborgs kommun,Göteborg,1480,Västra Götalands län,Västra Götaland,14,O
Brännö,Göteborgs kommun,Göteborg,1480,Västra Götalands län,Västra Götaland,14,O
Donsö,Göteborgs kommun,Göteborg,1480,Västra Götalands län,Västra Götaland,14,O
Göteborg,Göteborgs kommun,Göteborg,1480,Västra Götalands län,Västra Götaland,14,O
Gunnilse,Göteborgs kommun,Göteborg,1480,Västra Götalands län,Västra Götaland,14,O
Hisings Backa,Göteborgs kommun,Göteborg,1480,Västra Götalands län,Västra Götaland,14,O
Hisings Kärra,Göteborgs kommun,Göteborg,1480,Västra Götalands län,Västra Götaland,14,O
Hovås,Göteborgs kommun,Göteborg,1480,Västra Götalands län,Västra Götaland,14,O
Köpstadsö,Göteborgs kommun,Göteborg,1480,Västra Götalands län,Västra Götaland,14,O
Olofstorp,Göteborgs kommun,Göteborg,1480,Västra Götalands län,Västra Götaland,14,O
Säve,Göteborgs kommun,Göteborg,1480,Västra Götalands län,Västra Götaland,14,O
Styrsö,Göteborgs kommun,Göteborg,1480,Västra Götalands län,Västra Götaland,14,O
Torslanda,Göteborgs kommun,Göteborg,1480,Västra Götalands län,Västra Götaland,14,O
Västra Frölunda,Göteborgs kommun,Göteborg,1480,Västra Götalands län,Västra Götaland,14,O
Vrångö,Göteborgs kommun,Göteborg,1480,Västra Götalands län,Västra Götaland,14,O
Götene,Götene kommun,Götene,1471,Västra Götalands län,Västra Götaland,14,O
Hällekis,Götene kommun,Götene,1471,Västra Götalands län,Västra Götaland,14,O
Källby,Götene kommun,Götene,1471,Västra Götalands län,Västra Götaland,14,O
Lundsbrunn,Götene kommun,Götene,1471,Västra Götalands län,Västra Götaland,14,O
Burgsvik,Gotlands kommun,Gotland,0980,Gotlands län,Gotland,09,I
Dalhem,Gotlands kommun,Gotland,0980,Gotlands län,Gotland,09,I
Fårö,Gotlands kommun,Gotland,0980,Gotlands län,Gotland,09,I
Fårösund,Gotlands kommun,Gotland,0980,Gotlands län,Gotland,09,I
Gotlands Tofta,Gotlands kommun,Gotland,0980,Gotlands län,Gotland,09,I
Havdhem,Gotlands kommun,Gotland,0980,Gotlands län,Gotland,09,I
Hemse,Gotlands kommun,Gotland,0980,Gotlands län,Gotland,09,I
Katthammarsvik,Gotlands kommun,Gotland,0980,Gotlands län,Gotland,09,I
Klintehamn,Gotlands kommun,Gotland,0980,Gotlands län,Gotland,09,I
Lärbro,Gotlands kommun,Gotland,0980,Gotlands län,Gotland,09,I
Ljugarn,Gotlands kommun,Gotland,0980,Gotlands län,Gotland,09,I
Romakloster,Gotlands kommun,Gotland,0980,Gotlands län,Gotland,09,I
Slite,Gotlands kommun,Gotland,0980,Gotlands län,Gotland,09,I
Stånga,Gotlands kommun,Gotland,0980,Gotlands län,Gotland,09,I
Tingstäde,Gotlands kommun,Gotland,0980,Gotlands län,Gotland,09,I
Visby,Gotlands kommun,Gotland,0980,Gotlands län,Gotland,09,I
Grästorp,Grästorps kommun,Grästorp,1444,Västra Götalands län,Västra Götaland,14,O
Borgvik,Grums kommun,Grums,1764,Värmlands län,Värmland,17,S
Grums,Grums kommun,Grums,1764,Värmlands län,Värmland,17,S
Segmon,Grums kommun,Grums,1764,Värmlands län,Värmland,17,S
Slottsbron,Grums kommun,Grums,1764,Värmlands län,Värmland,17,S
Värmskog,Grums kommun,Grums,1764,Värmlands län,Värmland,17,S
Gårdsjö,Gullspångs kommun,Gullspång,1447,Västra Götalands län,Västra Götaland,14,O
Gullspång,Gullspångs kommun,Gullspång,1447,Västra Götalands län,Västra Götaland,14,O
Hova,Gullspångs kommun,Gullspång,1447,Västra Götalands län,Västra Götaland,14,O
Otterbäcken,Gullspångs kommun,Gullspång,1447,Västra Götalands län,Västra Götaland,14,O
Skagersvik,Gullspångs kommun,Gullspång,1447,Västra Götalands län,Västra Götaland,14,O
Brandstorp,Habo kommun,Habo,0643,Jönköpings län,Jönköping,06,F
Habo,Habo kommun,Habo,0643,Jönköpings län,Jönköping,06,F
Bålsta,Håbo kommun,Håbo,0305,Uppsala län,Uppsala,03,C
Häggeby,Håbo kommun,Håbo,0305,Uppsala län,Uppsala,03,C
Skokloster,Håbo kommun,Håbo,0305,Uppsala län,Uppsala,03,C
Ekshärad,Hagfors kommun,Hagfors,1783,Värmlands län,Värmland,17,S
Hagfors,Hagfors kommun,Hagfors,1783,Värmlands län,Värmland,17,S
Höje,Hagfors kommun,Hagfors,1783,Värmlands län,Värmland,17,S
Lakene,Hagfors kommun,Hagfors,1783,Värmlands län,Värmland,17,S
Råda,Hagfors kommun,Hagfors,1783,Värmlands län,Värmland,17,S
Sunnemo,Hagfors kommun,Hagfors,1783,Värmlands län,Värmland,17,S
Uddeholm,Hagfors kommun,Hagfors,1783,Värmlands län,Värmland,17,S
Grythyttan,Hällefors kommun,Hällefors,1863,Örebro län,Örebro,18,T
Hällefors,Hällefors kommun,Hällefors,1863,Örebro län,Örebro,18,T
Hallsberg,Hallsbergs kommun,Hallsberg,1861,Örebro län,Örebro,18,T
Hjortkvarn,Hallsbergs kommun,Hallsberg,1861,Örebro län,Örebro,18,T
Östansjö,Hallsbergs kommun,Hallsberg,1861,Örebro län,Örebro,18,T
Pålsboda,Hallsbergs kommun,Hallsberg,1861,Örebro län,Örebro,18,T
Sköllersta,Hallsbergs kommun,Hallsberg,1861,Örebro län,Örebro,18,T
Vretstorp,Hallsbergs kommun,Hallsberg,1861,Örebro län,Örebro,18,T
Hallstahammar,Hallstahammars kommun,Hallstahammar,1961,Västmanlands län,Västmanland,19,U
Kolbäck,Hallstahammars kommun,Hallstahammar,1961,Västmanlands län,Västmanland,19,U
Strömsholm,Hallstahammars kommun,Hallstahammar,1961,Västmanlands län,Västmanland,19,U
Åled,Halmstads kommun,Halmstad,1380,Hallands län,Halland,13,N
Eldsberga,Halmstads kommun,Halmstad,1380,Hallands län,Halland,13,N
Getinge,Halmstads kommun,Halmstad,1380,Hallands län,Halland,13,N
Gullbrandstorp,Halmstads kommun,Halmstad,1380,Hallands län,Halland,13,N
Halmstad,Halmstads kommun,Halmstad,1380,Hallands län,Halland,13,N
Harplinge,Halmstads kommun,Halmstad,1380,Hallands län,Halland,13,N
Haverdal,Halmstads kommun,Halmstad,1380,Hallands län,Halland,13,N
Holm,Halmstads kommun,Halmstad,1380,Hallands län,Halland,13,N
Kvibille,Halmstads kommun,Halmstad,1380,Hallands län,Halland,13,N
Oskarström,Halmstads kommun,Halmstad,1380,Hallands län,Halland,13,N
Sennan,Halmstads kommun,Halmstad,1380,Hallands län,Halland,13,N
Simlångsdalen,Halmstads kommun,Halmstad,1380,Hallands län,Halland,13,N
Steninge,Halmstads kommun,Halmstad,1380,Hallands län,Halland,13,N
Hammarö,Hammarö kommun,Hammarö,1761,Värmlands län,Värmland,17,S
Skoghall,Hammarö kommun,Hammarö,1761,Värmlands län,Värmland,17,S
Årsta Havsbad,Haninge kommun,Haninge,0136,Stockholms län,Stockholm,01,AB
Brandbergen,Haninge kommun,Haninge,0136,Stockholms län,Stockholm,01,AB
Dalarö,Haninge kommun,Haninge,0136,Stockholms län,Stockholm,01,AB
Gålö,Haninge kommun,Haninge,0136,Stockholms län,Stockholm,01,AB
Gränö,Haninge kommun,Haninge,0136,Stockholms län,Stockholm,01,AB
Handen,Haninge kommun,Haninge,0136,Stockholms län,Stockholm,01,AB
Haninge,Haninge kommun,Haninge,0136,Stockholms län,Stockholm,01,AB
Hårsfjärden,Haninge kommun,Haninge,0136,Stockholms län,Stockholm,01,AB
Jordbro,Haninge kommun,Haninge,0136,Stockholms län,Stockholm,01,AB
Muskö,Haninge kommun,Haninge,0136,Stockholms län,Stockholm,01,AB
Norrby,Haninge kommun,Haninge,0136,Stockholms län,Stockholm,01,AB
Ornö,Haninge kommun,Haninge,0136,Stockholms län,Stockholm,01,AB
Österhaninge,Haninge kommun,Haninge,0136,Stockholms län,Stockholm,01,AB
Söderby,Haninge kommun,Haninge,0136,Stockholms län,Stockholm,01,AB
Tungelsta,Haninge kommun,Haninge,0136,Stockholms län,Stockholm,01,AB
Utö,Haninge kommun,Haninge,0136,Stockholms län,Stockholm,01,AB
Västerhaninge,Haninge kommun,Haninge,0136,Stockholms län,Stockholm,01,AB
Vega,Haninge kommun,Haninge,0136,Stockholms län,Stockholm,01,AB
Vendelsö,Haninge kommun,Haninge,0136,Stockholms län,Stockholm,01,AB
Haparanda,Haparanda kommun,Haparanda,2583,Norrbottens län,Norrbotten,25,BD
Karungi,Haparanda kommun,Haparanda,2583,Norrbottens län,Norrbotten,25,BD
Lappträsk,Haparanda kommun,Haparanda,2583,Norrbottens län,Norrbotten,25,BD
Nikkala,Haparanda kommun,Haparanda,2583,Norrbottens län,Norrbotten,25,BD
Seskarö,Haparanda kommun,Haparanda,2583,Norrbottens län,Norrbotten,25,BD
Bruksvallarna,Härjedalens kommun,Härjedalen,2361,Jämtlands län,Jämtland,23,Z
Funäsdalen,Härjedalens kommun,Härjedalen,2361,Jämtlands län,Jämtland,23,Z
Hede,Härjedalens kommun,Härjedalen,2361,Jämtlands län,Jämtland,23,Z
Lillhärdal,Härjedalens kommun,Härjedalen,2361,Jämtlands län,Jämtland,23,Z
Ljusnedal,Härjedalens kommun,Härjedalen,2361,Jämtlands län,Jämtland,23,Z
Lofsdalen,Härjedalens kommun,Härjedalen,2361,Jämtlands län,Jämtland,23,Z
Sveg,Härjedalens kommun,Härjedalen,2361,Jämtlands län,Jämtland,23,Z
Tännäs,Härjedalens kommun,Härjedalen,2361,Jämtlands län,Jämtland,23,Z
Tänndalen,Härjedalens kommun,Härjedalen,2361,Jämtlands län,Jämtland,23,Z
Vemdalen,Härjedalens kommun,Härjedalen,2361,Jämtlands län,Jämtland,23,Z
Vemhån,Härjedalens kommun,Härjedalen,2361,Jämtlands län,Jämtland,23,Z
Ytterhogdal,Härjedalens kommun,Härjedalen,2361,Jämtlands län,Jämtland,23,Z
Älandsbro,Härnösands kommun,Härnösand,2280,Västernorrlands län,Västernorrland,22,Y
Härnösand,Härnösands kommun,Härnösand,2280,Västernorrlands län,Västernorrland,22,Y
Ramvik,Härnösands kommun,Härnösand,2280,Västernorrlands län,Västernorrland,22,Y
Utansjö,Härnösands kommun,Härnösand,2280,Västernorrlands län,Västernorrland,22,Y
Viksjö,Härnösands kommun,Härnösand,2280,Västernorrlands län,Västernorrland,22,Y
Hällingsjö,Härryda kommun,Härryda,1401,Västra Götalands län,Västra Götaland,14,O
Härryda,Härryda kommun,Härryda,1401,Västra Götalands län,Västra Götaland,14,O
Hindås,Härryda kommun,Härryda,1401,Västra Götalands län,Västra Götaland,14,O
Landvetter,Härryda kommun,Härryda,1401,Västra Götalands län,Västra Götaland,14,O
Mölnlycke,Härryda kommun,Härryda,1401,Västra Götalands län,Västra Götaland,14,O
Pixbo,Härryda kommun,Härryda,1401,Västra Götalands län,Västra Götaland,14,O
Rävlanda,Härryda kommun,Härryda,1401,Västra Götalands län,Västra Götaland,14,O
Ballingslöv,Hässleholms kommun,Hässleholm,1293,Skåne län,Skåne,12,M
Bjärnum,Hässleholms kommun,Hässleholm,1293,Skåne län,Skåne,12,M
Finja,Hässleholms kommun,Hässleholm,1293,Skåne län,Skåne,12,M
Hässleholm,Hässleholms kommun,Hässleholm,1293,Skåne län,Skåne,12,M
Hästveda,Hässleholms kommun,Hässleholm,1293,Skåne län,Skåne,12,M
Hörja,Hässleholms kommun,Hässleholm,1293,Skåne län,Skåne,12,M
Nävlinge,Hässleholms kommun,Hässleholm,1293,Skåne län,Skåne,12,M
Röke,Hässleholms kommun,Hässleholm,1293,Skåne län,Skåne,12,M
Sösdala,Hässleholms kommun,Hässleholm,1293,Skåne län,Skåne,12,M
Stoby,Hässleholms kommun,Hässleholm,1293,Skåne län,Skåne,12,M
Tormestorp,Hässleholms kommun,Hässleholm,1293,Skåne län,Skåne,12,M
Tyringe,Hässleholms kommun,Hässleholm,1293,Skåne län,Skåne,12,M
Vankiva,Hässleholms kommun,Hässleholm,1293,Skåne län,Skåne,12,M
Västra Torup,Hässleholms kommun,Hässleholm,1293,Skåne län,Skåne,12,M
Vinslöv,Hässleholms kommun,Hässleholm,1293,Skåne län,Skåne,12,M
Vittsjö,Hässleholms kommun,Hässleholm,1293,Skåne län,Skåne,12,M
Harbo,Heby kommun,Heby,0331,Uppsala län,Uppsala,03,C
Heby,Heby kommun,Heby,0331,Uppsala län,Uppsala,03,C
Huddungeby,Heby kommun,Heby,0331,Uppsala län,Uppsala,03,C
Morgongåva,Heby kommun,Heby,0331,Uppsala län,Uppsala,03,C
Östervåla,Heby kommun,Heby,0331,Uppsala län,Uppsala,03,C
Runhällen,Heby kommun,Heby,0331,Uppsala län,Uppsala,03,C
Tärnsjö,Heby kommun,Heby,0331,Uppsala län,Uppsala,03,C
Vittinge,Heby kommun,Heby,0331,Uppsala län,Uppsala,03,C
Dala-Husby,Hedemora kommun,Hedemora,2083,Dalarnas län,Dalarna,20,W
Garpenberg,Hedemora kommun,Hedemora,2083,Dalarnas län,Dalarna,20,W
Hedemora,Hedemora kommun,Hedemora,2083,Dalarnas län,Dalarna,20,W
Långshyttan,Hedemora kommun,Hedemora,2083,Dalarnas län,Dalarna,20,W
Stjärnsund,Hedemora kommun,Hedemora,2083,Dalarnas län,Dalarna,20,W
Vikmanshyttan,Hedemora kommun,Hedemora,2083,Dalarnas län,Dalarna,20,W
Allerum,Helsingborgs kommun,Helsingborg,1283,Skåne län,Skåne,12,M
Fleninge,Helsingborgs kommun,Helsingborg,1283,Skåne län,Skåne,12,M
Gantofta,Helsingborgs kommun,Helsingborg,1283,Skåne län,Skåne,12,M
Hasslarp,Helsingborgs kommun,Helsingborg,1283,Skåne län,Skåne,12,M
Helsingborg,Helsingborgs kommun,Helsingborg,1283,Skåne län,Skåne,12,M
Kattarp,Helsingborgs kommun,Helsingborg,1283,Skåne län,Skåne,12,M
Mörarp,Helsingborgs kommun,Helsingborg,1283,Skåne län,Skåne,12,M
Ödåkra,Helsingborgs kommun,Helsingborg,1283,Skåne län,Skåne,12,M
Ödåkra-Väla,Helsingborgs kommun,Helsingborg,1283,Skåne län,Skåne,12,M
Påarp,Helsingborgs kommun,Helsingborg,1283,Skåne län,Skåne,12,M
Råå,Helsingborgs kommun,Helsingborg,1283,Skåne län,Skåne,12,M
Ramlösa,Helsingborgs kommun,Helsingborg,1283,Skåne län,Skåne,12,M
Rydebäck,Helsingborgs kommun,Helsingborg,1283,Skåne län,Skåne,12,M
Vallåkra,Helsingborgs kommun,Helsingborg,1283,Skåne län,Skåne,12,M
Herrljunga,Herrljunga kommun,Herrljunga,1466,Västra Götalands län,Västra Götaland,14,O
Ljung,Herrljunga kommun,Herrljunga,1466,Västra Götalands län,Västra Götaland,14,O
Hjo,Hjo kommun,Hjo,1497,Västra Götalands län,Västra Götaland,14,O
Hofors,Hofors kommun,Hofors,2104,Gävleborgs län,Gävleborg,21,X
Torsåker,Hofors kommun,Hofors,2104,Gävleborgs län,Gävleborg,21,X
Arild,Höganäs kommun,Höganäs,1284,Skåne län,Skåne,12,M
Farhult,Höganäs kommun,Höganäs,1284,Skåne län,Skåne,12,M
Höganäs,Höganäs kommun,Höganäs,1284,Skåne län,Skåne,12,M
Jonstorp,Höganäs kommun,Höganäs,1284,Skåne län,Skåne,12,M
Lerberget,Höganäs kommun,Höganäs,1284,Skåne län,Skåne,12,M
Mjöhult,Höganäs kommun,Höganäs,1284,Skåne län,Skåne,12,M
Mölle,Höganäs kommun,Höganäs,1284,Skåne län,Skåne,12,M
Nyhamnsläge,Höganäs kommun,Höganäs,1284,Skåne län,Skåne,12,M
Skäret,Höganäs kommun,Höganäs,1284,Skåne län,Skåne,12,M
Strandbaden,Höganäs kommun,Höganäs,1284,Skåne län,Skåne,12,M
Viken,Höganäs kommun,Höganäs,1284,Skåne län,Skåne,12,M
Berga,Högsby kommun,Högsby,0821,Kalmar län,Kalmar,08,H
Fågelfors,Högsby kommun,Högsby,0821,Kalmar län,Kalmar,08,H
Fagerhult,Högsby kommun,Högsby,0821,Kalmar län,Kalmar,08,H
Grönskåra,Högsby kommun,Högsby,0821,Kalmar län,Kalmar,08,H
Högsby,Högsby kommun,Högsby,0821,Kalmar län,Kalmar,08,H
Ruda,Högsby kommun,Högsby,0821,Kalmar län,Kalmar,08,H
Hallaröd,Höörs kommun,Höör,1267,Skåne län,Skåne,12,M
Höör,Höörs kommun,Höör,1267,Skåne län,Skåne,12,M
Tjörnarp,Höörs kommun,Höör,1267,Skåne län,Skåne,12,M
Hörby,Hörby kommun,Hörby,1266,Skåne län,Skåne,12,M
Ludvigsborg,Hörby kommun,Hörby,1266,Skåne län,Skåne,12,M
Huddinge,Huddinge kommun,Huddinge,0126,Stockholms län,Stockholm,01,AB
Kungens Kurva,Huddinge kommun,Huddinge,0126,Stockholms län,Stockholm,01,AB
Segeltorp,Huddinge kommun,Huddinge,0126,Stockholms län,Stockholm,01,AB
Skogås,Huddinge kommun,Huddinge,0126,Stockholms län,Stockholm,01,AB
Trångsund,Huddinge kommun,Huddinge,0126,Stockholms län,Stockholm,01,AB
Vårby,Huddinge kommun,Huddinge,0126,Stockholms län,Stockholm,01,AB
Bjuråker,Hudiksvalls kommun,Hudiksvall,2184,Gävleborgs län,Gävleborg,21,X
Delsbo,Hudiksvalls kommun,Hudiksvall,2184,Gävleborgs län,Gävleborg,21,X
Enånger,Hudiksvalls kommun,Hudiksvall,2184,Gävleborgs län,Gävleborg,21,X
Forsa,Hudiksvalls kommun,Hudiksvall,2184,Gävleborgs län,Gävleborg,21,X
Hudiksvall,Hudiksvalls kommun,Hudiksvall,2184,Gävleborgs län,Gävleborg,21,X
Iggesund,Hudiksvalls kommun,Hudiksvall,2184,Gävleborgs län,Gävleborg,21,X
Näsviken,Hudiksvalls kommun,Hudiksvall,2184,Gävleborgs län,Gävleborg,21,X
Njutånger,Hudiksvalls kommun,Hudiksvall,2184,Gävleborgs län,Gävleborg,21,X
Hultsfred,Hultsfreds kommun,Hultsfred,0860,Kalmar län,Kalmar,08,H
Järnforsen,Hultsfreds kommun,Hultsfred,0860,Kalmar län,Kalmar,08,H
Lönneberga,Hultsfreds kommun,Hultsfred,0860,Kalmar län,Kalmar,08,H
Målilla,Hultsfreds kommun,Hultsfred,0860,Kalmar län,Kalmar,08,H
Mörlunda,Hultsfreds kommun,Hultsfred,0860,Kalmar län,Kalmar,08,H
Rosenfors,Hultsfreds kommun,Hultsfred,0860,Kalmar län,Kalmar,08,H
Silverdalen,Hultsfreds kommun,Hultsfred,0860,Kalmar län,Kalmar,08,H
Vena,Hultsfreds kommun,Hultsfred,0860,Kalmar län,Kalmar,08,H
Virserum,Hultsfreds kommun,Hultsfred,0860,Kalmar län,Kalmar,08,H
Hyltebruk,Hylte kommun,Hylte,1315,Hallands län,Halland,13,N
Kinnared,Hylte kommun,Hylte,1315,Hallands län,Halland,13,N
Landeryd,Hylte kommun,Hylte,1315,Hallands län,Halland,13,N
Långaryd,Hylte kommun,Hylte,1315,Hallands län,Halland,13,N
Rydöbruk,Hylte kommun,Hylte,1315,Hallands län,Halland,13,N
Torup,Hylte kommun,Hylte,1315,Hallands län,Halland,13,N
Unnaryd,Hylte kommun,Hylte,1315,Hallands län,Halland,13,N
Järfälla,Järfälla kommun,Järfälla,0123,Stockholms län,Stockholm,01,AB
Jokkmokk,Jokkmokks kommun,Jokkmokk,2510,Norrbottens län,Norrbotten,25,BD
Kåbdalis,Jokkmokks kommun,Jokkmokk,2510,Norrbottens län,Norrbotten,25,BD
Kvikkjokk,Jokkmokks kommun,Jokkmokk,2510,Norrbottens län,Norrbotten,25,BD
Mattisudden,Jokkmokks kommun,Jokkmokk,2510,Norrbottens län,Norrbotten,25,BD
Murjek,Jokkmokks kommun,Jokkmokk,2510,Norrbottens län,Norrbotten,25,BD
Porjus,Jokkmokks kommun,Jokkmokk,2510,Norrbottens län,Norrbotten,25,BD
Randijaur,Jokkmokks kommun,Jokkmokk,2510,Norrbottens län,Norrbotten,25,BD
Snesudden,Jokkmokks kommun,Jokkmokk,2510,Norrbottens län,Norrbotten,25,BD
Vuollerim,Jokkmokks kommun,Jokkmokk,2510,Norrbottens län,Norrbotten,25,BD
Bankeryd,Jönköpings kommun,Jönköping,0680,Jönköpings län,Jönköping,06,F
Bottnaryd,Jönköpings kommun,Jönköping,0680,Jönköpings län,Jönköping,06,F
Gränna,Jönköpings kommun,Jönköping,0680,Jönköpings län,Jönköping,06,F
Huskvarna,Jönköpings kommun,Jönköping,0680,Jönköpings län,Jönköping,06,F
Jönköping,Jönköpings kommun,Jönköping,0680,Jönköpings län,Jönköping,06,F
Lekeryd,Jönköpings kommun,Jönköping,0680,Jönköpings län,Jönköping,06,F
Månsarp,Jönköpings kommun,Jönköping,0680,Jönköpings län,Jönköping,06,F
Norrahammar,Jönköpings kommun,Jönköping,0680,Jönköpings län,Jönköping,06,F
Taberg,Jönköpings kommun,Jönköping,0680,Jönköpings län,Jönköping,06,F
Tenhult,Jönköpings kommun,Jönköping,0680,Jönköpings län,Jönköping,06,F
Visingsö,Jönköpings kommun,Jönköping,0680,Jönköpings län,Jönköping,06,F
Båtskärsnäs,Kalix kommun,Kalix,2514,Norrbottens län,Norrbotten,25,BD
Kalix,Kalix kommun,Kalix,2514,Norrbottens län,Norrbotten,25,BD
Kalix-Nyborg,Kalix kommun,Kalix,2514,Norrbottens län,Norrbotten,25,BD
Karlsborgsverken,Kalix kommun,Kalix,2514,Norrbottens län,Norrbotten,25,BD
Morjärv,Kalix kommun,Kalix,2514,Norrbottens län,Norrbotten,25,BD
Påläng,Kalix kommun,Kalix,2514,Norrbottens län,Norrbotten,25,BD
Risögrund,Kalix kommun,Kalix,2514,Norrbottens län,Norrbotten,25,BD
Sangis,Kalix kommun,Kalix,2514,Norrbottens län,Norrbotten,25,BD
Töre,Kalix kommun,Kalix,2514,Norrbottens län,Norrbotten,25,BD
Halltorp,Kalmar kommun,Kalmar,0880,Kalmar län,Kalmar,08,H
Kalmar,Kalmar kommun,Kalmar,0880,Kalmar län,Kalmar,08,H
Läckeby,Kalmar kommun,Kalmar,0880,Kalmar län,Kalmar,08,H
Ljungbyholm,Kalmar kommun,Kalmar,0880,Kalmar län,Kalmar,08,H
Påryd,Kalmar kommun,Kalmar,0880,Kalmar län,Kalmar,08,H
Rockneby,Kalmar kommun,Kalmar,0880,Kalmar län,Kalmar,08,H
Trekanten,Kalmar kommun,Kalmar,0880,Kalmar län,Kalmar,08,H
Vassmolösa,Kalmar kommun,Kalmar,0880,Kalmar län,Kalmar,08,H
Forsvik,Karlsborgs kommun,Karlsborg,1446,Västra Götalands län,Västra Götaland,14,O
Karlsborg,Karlsborgs kommun,Karlsborg,1446,Västra Götalands län,Västra Götaland,14,O
Mölltorp,Karlsborgs kommun,Karlsborg,1446,Västra Götalands län,Västra Götaland,14,O
Undenäs,Karlsborgs kommun,Karlsborg,1446,Västra Götalands län,Västra Götaland,14,O
Asarum,Karlshamns kommun,Karlshamn,1082,Blekinge län,Blekinge,10,K
Karlshamn,Karlshamns kommun,Karlshamn,1082,Blekinge län,Blekinge,10,K
Mörrum,Karlshamns kommun,Karlshamn,1082,Blekinge län,Blekinge,10,K
Svängsta,Karlshamns kommun,Karlshamn,1082,Blekinge län,Blekinge,10,K
Trensum,Karlshamns kommun,Karlshamn,1082,Blekinge län,Blekinge,10,K
Granbergsdal,Karlskoga kommun,Karlskoga,1883,Örebro län,Örebro,18,T
Karlskoga,Karlskoga kommun,Karlskoga,1883,Örebro län,Örebro,18,T
Drottningskär,Karlskrona kommun,Karlskrona,1080,Blekinge län,Blekinge,10,K
Fågelmara,Karlskrona kommun,Karlskrona,1080,Blekinge län,Blekinge,10,K
Hasslö,Karlskrona kommun,Karlskrona,1080,Blekinge län,Blekinge,10,K
Holmsjö,Karlskrona kommun,Karlskrona,1080,Blekinge län,Blekinge,10,K
Jämjö,Karlskrona kommun,Karlskrona,1080,Blekinge län,Blekinge,10,K
Karlskrona,Karlskrona kommun,Karlskrona,1080,Blekinge län,Blekinge,10,K
Lyckeby,Karlskrona kommun,Karlskrona,1080,Blekinge län,Blekinge,10,K
Nättraby,Karlskrona kommun,Karlskrona,1080,Blekinge län,Blekinge,10,K
Ramdala,Karlskrona kommun,Karlskrona,1080,Blekinge län,Blekinge,10,K
Rödeby,Karlskrona kommun,Karlskrona,1080,Blekinge län,Blekinge,10,K
Sturkö,Karlskrona kommun,Karlskrona,1080,Blekinge län,Blekinge,10,K
Tjurkö,Karlskrona kommun,Karlskrona,1080,Blekinge län,Blekinge,10,K
Torhamn,Karlskrona kommun,Karlskrona,1080,Blekinge län,Blekinge,10,K
Tving,Karlskrona kommun,Karlskrona,1080,Blekinge län,Blekinge,10,K
Edsvalla,Karlstads kommun,Karlstad,1780,Värmlands län,Värmland,17,S
Karlstad,Karlstads kommun,Karlstad,1780,Värmlands län,Värmland,17,S
Molkom,Karlstads kommun,Karlstad,1780,Värmlands län,Värmland,17,S
Skattkärr,Karlstads kommun,Karlstad,1780,Värmlands län,Värmland,17,S
Vålberg,Karlstads kommun,Karlstad,1780,Värmlands län,Värmland,17,S
Väse,Karlstads kommun,Karlstad,1780,Värmlands län,Värmland,17,S
